日期,数据集,实际均价,正式模型预测均价,实验模型预测均价,正式模型MAPE,实验模型MAPE
2025-12-22,训练集,0.91928542,0.90416853,0.90109184,0.05366380,0.04069686
2025-12-23,训练集,0.91268889,0.90819339,0.90711111,0.05418162,0.03963208
2025-12-24,验证集,0.90826528,0.90744252,0.90903526,0.05075074,0.03976481
2025-12-25,训练集,0.91025208,0.87468413,0.89250488,0.10316746,0.05234852
2025-12-26,测试集,0.72377500,0.87265720,0.86129220,0.23525405,0.20614556
2025-12-27,训练集,0.72122778,0.86388938,0.86540661,0.26107827,0.22538134
2025-12-28,训练集,0.90589167,0.76223143,0.82703391,0.16424953,0.09247593
2025-12-29,训练集,0.90653125,0.90017058,0.89999805,0.04535274,0.04040837
2025-12-30,验证集,0.90045833,0.89884097,0.90240679,0.05505438,0.04135356
2025-12-31,训练集,0.91024375,0.87601179,0.89576528,0.09436401,0.04450280
